,terms,id_doc,freq
14467,molecules,1,1
14468,called,1,1
14469,interferons,1,1
14470,normally,1,1
14471,help,1,1
14472,fend,1,1
14473,viruses,1,1
14474,switch,1,1
14475,host,1,1
14476,genes,1,1
14477,encoding,1,1
14478,protein,1,1
14479,the,1,1
14480,result,1,1
14481,suggests,1,1
14482,body,1,1
14483,defences,1,1
14484,viral,1,1
14485,attack,1,1
14486,drive,1,1
14487,activation,1,1
14488,gene,1,1
14489,april,1,1
14490,dry,1,1
14491,swabbing,1,1
14492,offers,1,1
14493,workaround,1,1
14494,scarcity,1,1
14495,genetic,1,1
14496,testing,1,1
14497,hampered,1,1
14498,part,1,1
14499,shortages,1,1
14500,solutions,1,1
14501,used,1,1
14502,store,1,1
14503,sampling,1,1
14504,swabs,1,1
14505,extract,1,1
14506,viral,1,1
14507,rna,1,1
14508,to,1,1
14509,overcome,1,1
14510,difficulty,1,1
14511,team,1,1
14512,led,1,1
14513,lea,1,1
14514,starita,1,1
14515,jay,1,1
14516,shendure,1,1
14517,university,1,1
14518,washington,1,1
14519,seattle,1,1
14520,developed,1,1
14521,procedure,1,1
14522,detecting,1,1
14523,viral,1,1
14524,rna,1,1
14525,swabs,1,1
14526,without,1,1
14527,highly,1,1
14528,sought,1,1
14529,solutions,1,1
14530,srivatsan,1,1
14531,et,1,1
14532,al,1,1
14533,preprint,1,1
14534,biorxiv,1,1
14535,http,1,1
14536,peer,1,1
14537,reviewed,1,1
14538,posting,1,1
14539,the,1,1
14540,dry,1,1
14541,swab,1,1
14542,procedure,1,1
14543,correctly,1,1
14544,detected,1,1
14545,viral,1,1
14546,rna,1,1
14547,samples,1,1
14548,people,1,1
14549,known,1,1
14550,infections,1,1
14551,conventional,1,1
14552,extraction,1,1
14553,methods,1,1
14554,yielded,1,1
14555,positive,1,1
14556,results,1,1
14557,the,1,1
14558,researchers,1,1
14559,say,1,1
14560,protocol,1,1
14561,could,1,1
14562,enable,1,1
14563,massive,1,1
14564,use,1,1
14565,samples,1,1
14566,genetic,1,1
14567,testing,1,1
14568,centralized,1,1
14569,laboratories,1,1
14570,april,1,1
14571,hospital,1,1
14572,toilets,1,1
14573,hotspot,1,1
14574,airborne,1,1
14575,viral,1,1
14576,rna,1,1
14577,the,1,1
14578,new,1,1
14579,coronavirus,1,1
14580,rna,1,1
14581,travel,1,1
14582,air,1,1
14583,might,1,1
14584,spread,1,1
14585,way,1,1
14586,small,1,1
14587,particles,1,1
14588,exhaled,1,1
14589,infected,1,1
14590,people,1,1
14591,ke,1,1
14592,lan,1,1
14593,wuhan,1,1
14594,university,1,1
14595,china,1,1
14596,colleagues,1,1
14597,tested,1,1
14598,concentration,1,1
14599,rna,1,1
14600,aerosols,1,1
14601,fine,1,1
14602,airborne,1,1
14603,particles,1,1
14604,two,1,1
14605,hospitals,1,1
14606,treating,1,1
14607,people,1,1
14608,liu,1,1
14609,et,1,1
14610,al,1,1
14611,nature,1,1
14612,https,1,1
14613,the,1,1
14614,team,1,1
14615,detected,1,1
14616,elevated,1,1
14617,levels,1,1
14618,viral,1,1
14619,rna,1,1
14620,locations,1,1
14621,small,1,1
14622,toilet,1,1
14623,used,1,1
14624,patients,1,1
14625,staff,1,1
14626,changing,1,1
14627,rooms,1,1
14628,no,1,1
14629,viral,1,1
14630,rna,1,1
14631,detected,1,1
14632,staff,1,1
14633,rooms,1,1
14634,disinfected,1,1
14635,low,1,1
14636,undetectable,1,1
14637,levels,1,1
14638,found,1,1
14639,hospitals,1,1
14640,patient,1,1
14641,wards,1,1
14642,the,1,1
14643,presence,1,1
14644,airborne,1,1
14645,viral,1,1
14646,rna,1,1
14647,suggests,1,1
14648,potential,1,1
14649,spread,1,1
14650,way,1,1
14651,aerosols,1,1
14652,researchers,1,1
14653,say,1,1
14654,they,1,1
14655,suggest,1,1
14656,measures,1,1
14657,routine,1,1
14658,disinfection,1,1
14659,better,1,1
14660,ventilation,1,1
14661,could,1,1
14662,help,1,1
14663,control,1,1
14664,virus,1,1
14665,spread,1,1
14666,april,1,1
14667,spit,1,1
14668,could,1,1
14669,solution,1,1
14670,testing,1,1
14671,shortages,1,1
14672,a,1,1
14673,person,1,1
14674,saliva,1,1
14675,accurately,1,1
14676,reveals,1,1
14677,whether,1,1
14678,infected,1,1
14679,finding,1,1
14680,could,1,1
14681,make,1,1
14682,tests,1,1
14683,virus,1,1
14684,safer,1,1
14685,widely,1,1
14686,available,1,1
14687,the,1,1
14688,test,1,1
14689,coronavirus,1,1
14690,infection,1,1
14691,requires,1,1
14692,long,1,1
14693,swab,1,1
14694,rubbed,1,1
14695,back,1,1
14696,throat,1,1
14697,but,1,1
14698,swabs,1,1
14699,short,1,1
14700,supply,1,1
14701,swabbing,1,1
14702,prompt,1,1
14703,people,1,1
14704,cough,1,1
14705,sneeze,1,1
14706,potentially,1,1
14707,launching,1,1
14708,barrage,1,1
14709,viral,1,1
14710,particles,1,1
14711,anne,1,1
14712,wyllie,1,1
14713,yale,1,1
14714,school,1,1
14715,public,1,1
14716,health,1,1
14717,new,1,1
14718,haven,1,1
14719,connecticut,1,1
14720,colleagues,1,1
14721,collected,1,1
14722,saliva,1,1
14723,throat,1,1
14724,samples,1,1
14725,people,1,1
14726,hospitalized,1,1
14727,wyllie,1,1
14728,et,1,1
14729,al,1,1
14730,preprint,1,1
14731,medrxiv,1,1
14732,http,1,1
14733,peer,1,1
14734,reviewed,1,1
14735,posting,1,1
14736,the,1,1
14737,team,1,1
14738,testing,1,1
14739,detect,1,1
14740,virus,1,1
14741,patients,1,1
14742,samples,1,1
14743,detect,1,1
14744,patients,1,1
14745,saliva,1,1
14746,samples,1,1
14747,saliva,1,1
14748,testing,1,1
14749,also,1,1
14750,showed,1,1
14751,two,1,1
14752,workers,1,1
14753,felt,1,1
14754,fine,1,1
14755,negative,1,1
14756,throat,1,1
14757,tests,1,1
14758,actually,1,1
14759,infected,1,1
14760,april,1,1
14761,intensive,1,1
14762,testing,1,1
14763,finds,1,1
14764,small,1,1
14765,town,1,1
14766,many,1,1
14767,silent,1,1
14768,infections,1,1
14769,a,1,1
14770,large,1,1
14771,proportion,1,1
14772,people,1,1
14773,symptoms,1,1
14774,according,1,1
14775,research,1,1
14776,small,1,1
14777,italian,1,1
14778,town,1,1
14779,on,1,1
14780,february,1,1
14781,town,1,1
14782,vo,1,1
14783,reported,1,1
14784,italy,1,1
14785,first,1,1
14786,death,1,1
14787,leading,1,1
14788,authorities,1,1
14789,ban,1,1
14790,movement,1,1
14791,town,1,1
14792,end,1,1
14793,public,1,1
14794,services,1,1
14795,commercial,1,1
14796,activities,1,1
14797,two,1,1
14798,weeks,1,1
14799,andrea,1,1
14800,crisanti,1,1
14801,imperial,1,1
14802,college,1,1
14803,london,1,1
14804,colleagues,1,1
14805,swabbed,1,1
14806,almost,1,1
14807,every,1,1
14808,resident,1,1
14809,vo,1,1
14810,viral,1,1
14811,rna,1,1
14812,beginning,1,1
14813,end,1,1
14814,lockdown,1,1
14815,the,1,1
14816,team,1,1
14817,found,1,1
14818,people,1,1
14819,infected,1,1
14820,town,1,1
14821,reported,1,1
14822,fever,1,1
14823,symptoms,1,1
14824,lavezzo,1,1
14825,et,1,1
14826,al,1,1
14827,preprint,1,1
14828,medrxiv,1,1
14829,http,1,1
14830,peer,1,1
14831,reviewed,1,1
14832,posting,1,1
14833,the,1,1
14834,researchers,1,1
14835,observed,1,1
14836,statistically,1,1
14837,significant,1,1
14838,difference,1,1
14839,potential,1,1
14840,infectiousness,1,1
14841,reported,1,1
14842,symptoms,1,1
14843,asymptomatic,1,1
14844,individuals,1,1
14845,key,1,1
14846,role,1,1
14847,transmission,1,1
14848,makes,1,1
14849,difficult,1,1
14850,control,1,1
14851,disease,1,1
14852,without,1,1
14853,strict,1,1
14854,social,1,1
14855,distancing,1,1
14856,authors,1,1
14857,say,1,1
14858,april,1,1
14859,a,1,1
14860,vaccine,1,1
14861,candidate,1,1
14862,shows,1,1
14863,early,1,1
14864,success,1,1
14865,animal,1,1
14866,trial,1,1
14867,an,1,1
14868,experimental,1,1
14869,vaccine,1,1
14870,protects,1,1
14871,monkeys,1,1
14872,infection,1,1
14873,virus,1,1
14874,causes,1,1
14875,a,1,1
14876,team,1,1
14877,led,1,1
14878,chuan,1,1
14879,qin,1,1
14880,peking,1,1
14881,union,1,1
14882,medical,1,1
14883,college,1,1
14884,beijing,1,1
14885,injected,1,1
14886,rhesus,1,1
14887,macaques,1,1
14888,macaca,1,1
14889,mulatta,1,1
14890,three,1,1
14891,doses,1,1
14892,vaccine,1,1
14893,comprised,1,1
14894,chemically,1,1
14895,inactivated,1,1
14896,particles,1,1
14897,gao,1,1
14898,et,1,1
14899,al,1,1
14900,preprint,1,1
14901,biorxiv,1,1
14902,http,1,1
14903,peer,1,1
14904,reviewed,1,1
14905,posting,1,1
14906,eight,1,1
14907,monkeys,1,1
14908,intentionally,1,1
14909,exposed,1,1
14910,virus,1,1
14911,all,1,1
14912,four,1,1
14913,monkeys,1,1
14914,given,1,1
14915,high,1,1
14916,dose,1,1
14917,vaccine,1,1
14918,detectable,1,1
14919,virus,1,1
14920,throat,1,1
14921,lungs,1,1
14922,seven,1,1
14923,days,1,1
14924,exposure,1,1
14925,monkeys,1,1
14926,received,1,1
14927,lower,1,1
14928,dose,1,1
14929,vaccine,1,1
14930,showed,1,1
14931,signs,1,1
14932,coronavirus,1,1
14933,infection,1,1
14934,levels,1,1
14935,virus,1,1
14936,much,1,1
14937,lower,1,1
14938,exposed,1,1
14939,animals,1,1
14940,received,1,1
14941,vaccine,1,1
14942,this,1,1
14943,month,1,1
14944,company,1,1
14945,developing,1,1
14946,vaccine,1,1
14947,received,1,1
14948,approval,1,1
14949,start,1,1
14950,human,1,1
14951,safety,1,1
14952,trials,1,1
14953,april,1,1
14954,how,1,1
14955,hong,1,1
14956,kong,1,1
14957,stemmed,1,1
14958,viral,1,1
14959,spread,1,1
14960,without,1,1
14961,harsh,1,1
14962,restrictions,1,1
14963,hong,1,1
14964,kong,1,1
14965,slowed,1,1
14966,spread,1,1
14967,combination,1,1
14968,intensive,1,1
14969,surveillance,1,1
14970,quarantining,1,1
14971,social,1,1
14972,distancing,1,1
14973,without,1,1
14974,relying,1,1
14975,severe,1,1
14976,measures,1,1
14977,used,1,1
14978,elsewhere,1,1
14979,in,1,1
14980,january,1,1
14981,authorities,1,1
14982,wuhan,1,1
14983,coronavirus,1,1
14984,outbreak,1,1
14985,began,1,1
14986,halted,1,1
14987,travel,1,1
14988,city,1,1
14989,attempt,1,1
14990,control,1,1
14991,spread,1,1
14992,virus,1,1
14993,causes,1,1
14994,but,1,1
14995,hong,1,1
14996,kong,1,1
14997,relied,1,1
14998,programme,1,1
14999,included,1,1
15000,widespread,1,1
15001,testing,1,1
15002,quarantining,1,1
15003,contact,1,1
15004,infected,1,1
15005,people,1,1
15006,distancing,1,1
15007,measures,1,1
15008,school,1,1
15009,closures,1,1
15010,when,1,1
15011,peng,1,1
15012,wu,1,1
15013,university,1,1
15014,hong,1,1
15015,kong,1,1
15016,colleagues,1,1
15017,surveyed,1,1
15018,residents,1,1
15019,early,1,1
15020,march,1,1
15021,said,1,1
15022,wore,1,1
15023,mask,1,1
15024,public,1,1
15025,said,1,1
15026,avoided,1,1
15027,crowds,1,1
15028,cowling,1,1
15029,et,1,1
15030,al,1,1
15031,lancet,1,1
15032,public,1,1
15033,health,1,1
15034,http,1,1
15035,the,1,1
15036,combination,1,1
15037,public,1,1
15038,behavioural,1,1
15039,changes,1,1
15040,government,1,1
15041,measures,1,1
15042,kept,1,1
15043,virus,1,1
15044,spread,1,1
15045,relatively,1,1
15046,low,1,1
15047,hong,1,1
15048,kong,1,1
15049,period,1,1
15050,end,1,1
15051,march,1,1
15052,team,1,1
15053,found,1,1
15054,april,1,1
15055,vaccine,1,1
15056,viral,1,1
15057,spikes,1,1
15058,holds,1,1
15059,promise,1,1
15060,a,1,1
15061,key,1,1
15062,portion,1,1
15063,coronavirus,1,1
15064,protein,1,1
15065,could,1,1
15066,form,1,1
15067,basis,1,1
15068,safe,1,1
15069,effective,1,1
15070,vaccine,1,1
15071,coronavirus,1,1
15072,particles,1,1
15073,bristle,1,1
15074,spiny,1,1
15075,spike,1,1
15076,proteins,1,1
15077,a,1,1
15078,portion,1,1
15079,spike,1,1
15080,called,1,1
15081,domain,1,1
15082,recognizes,1,1
15083,attaches,1,1
15084,molecule,1,1
15085,found,1,1
15086,surface,1,1
15087,many,1,1
15088,human,1,1
15089,cells,1,1
15090,allowing,1,1
15091,viral,1,1
15092,particle,1,1
15093,gain,1,1
15094,entry,1,1
15095,cells,1,1
15096,hyeryun,1,1
15097,choe,1,1
15098,michael,1,1
15099,farzan,1,1
15100,scripps,1,1
15101,research,1,1
15102,institute,1,1
15103,jupiter,1,1
15104,florida,1,1
15105,colleagues,1,1
15106,immunized,1,1
15107,rats,1,1
15108,fragments,1,1
15109,spike,1,1
15110,binding,1,1
15111,domain,1,1
15112,quinlan,1,1
15113,et,1,1
15114,al,1,1
15115,preprint,1,1
15116,biorxiv,1,1
15117,http,1,1
15118,peer,1,1
15119,reviewed,1,1
15120,posting,1,1
15121,in,1,1
15122,response,1,1
15123,rodents,1,1
15124,immune,1,1
15125,systems,1,1
15126,made,1,1
15127,antibodies,1,1
15128,recognize,1,1
15129,coronavirus,1,1
15130,prevent,1,1
15131,infecting,1,1
15132,cells,1,1
15133,further,1,1
15134,experiments,1,1
15135,suggested,1,1
15136,antibodies,1,1
15137,unlikely,1,1
15138,make,1,1
15139,host,1,1
15140,cells,1,1
15141,susceptible,1,1
15142,coronavirus,1,1
15143,infection,1,1
15144,one,1,1
15145,main,1,1
15146,safety,1,1
15147,concerns,1,1
15148,vaccines,1,1
15149,april,1,1
15150,ski,1,1
15151,buffs,1,1
15152,helped,1,1
15153,seed,1,1
15154,coronavirus,1,1
15155,iceland,1,1
15156,holidaymakers,1,1
15157,returning,1,1
15158,ski,1,1
15159,trips,1,1
15160,alps,1,1
15161,helped,1,1
15162,bring,1,1
15163,coronavirus,1,1
15164,iceland,1,1
15165,in,1,1
15166,late,1,1
15167,january,1,1
15168,kari,1,1
15169,stefansson,1,1
15170,decode,1,1
15171,reykjavik,1,1
15172,colleagues,1,1
15173,began,1,1
15174,testing,1,1
15175,among,1,1
15176,iceland,1,1
15177,residents,1,1
15178,high,1,1
15179,risk,1,1
15180,exposure,1,1
15181,virus,1,1
15182,travellers,1,1
15183,china,1,1
15184,gudbjartsson,1,1
15185,et,1,1
15186,al,1,1
15187,engl,1,1
15188,med,1,1
15189,http,1,1
15190,some,1,1
15191,people,1,1
15192,tested,1,1
15193,early,1,1
15194,april,1,1
15195,infected,1,1
15196,the,1,1
15197,team,1,1
15198,sequenced,1,1
15199,viral,1,1
15200,rna,1,1
15201,people,1,1
15202,tested,1,1
15203,positive,1,1
15204,found,1,1
15205,strains,1,1
15206,probably,1,1
15207,originated,1,1
15208,austria,1,1
15209,italy,1,1
15210,alpine,1,1
15211,ski,1,1
15212,resorts,1,1
15213,tests,1,1
15214,second,1,1
15215,half,1,1
15216,march,1,1
15217,randomly,1,1
15218,selected,1,1
15219,individuals,1,1
15220,found,1,1
15221,infected,1,1
15222,the,1,1
15223,researchers,1,1
15224,say,1,1
15225,analysis,1,1
15226,suggests,1,1
15227,measures,1,1
15228,contain,1,1
15229,virus,1,1
15230,testing,1,1
15231,contact,1,1
15232,tracing,1,1
15233,quarantining,1,1
15234,successful,1,1
15235,iceland,1,1
15236,april,1,1
15237,relief,1,1
15238,social,1,1
15239,distancing,1,1
15240,could,1,1
15241,unleash,1,1
15242,virus,1,1
15243,anew,1,1
15244,cases,1,1
15245,likely,1,1
15246,surge,1,1
15247,current,1,1
15248,measures,1,1
15249,eased,1,1
15250,according,1,1
15251,models,1,1
15252,yonatan,1,1
15253,grad,1,1
15254,marc,1,1
15255,lipsitch,1,1
15256,colleagues,1,1
15257,harvard,1,1
15258,chan,1,1
15259,school,1,1
15260,public,1,1
15261,health,1,1
15262,boston,1,1
15263,massachusetts,1,1
15264,modelled,1,1
15265,spread,1,1
15266,coronaviruses,1,1
15267,places,1,1
15268,temperate,1,1
15269,climates,1,1
15270,united,1,1
15271,states,1,1
15272,the,1,1
15273,results,1,1
15274,helped,1,1
15275,team,1,1
15276,predict,1,1
15277,spread,1,1
15278,coronavirus,1,1
15279,causes,1,1
15280,kissler,1,1
15281,et,1,1
15282,al,1,1
15283,science,1,1
15284,http,1,1
15285,the,1,1
15286,researchers,1,1
15287,found,1,1
15288,spreads,1,1
15289,efficiently,1,1
15290,seasons,1,1
15291,others,1,1
15292,influenza,1,1
15293,virus,1,1
15294,example,1,1
15295,peak,1,1
15296,number,1,1
15297,cases,1,1
15298,social,1,1
15299,distancing,1,1
15300,ends,1,1
15301,could,1,1
15302,larger,1,1
15303,peak,1,1
15304,number,1,1
15305,without,1,1
15306,social,1,1
15307,distancing,1,1
15308,that,1,1
15309,distancing,1,1
15310,measures,1,1
15311,leave,1,1
15312,high,1,1
15313,proportion,1,1
15314,people,1,1
15315,susceptible,1,1
15316,infection,1,1
15317,leading,1,1
15318,spike,1,1
15319,disease,1,1
15320,viral,1,1
15321,transmission,1,1
15322,ramps,1,1
15323,late,1,1
15324,year,1,1
15325,if,1,1
15326,human,1,1
15327,immunity,1,1
15328,wanes,1,1
15329,course,1,1
15330,years,1,1
15331,virus,1,1
15332,likely,1,1
15333,cause,1,1
15334,repeated,1,1
15335,outbreaks,1,1
15336,wintertime,1,1
15337,authors,1,1
15338,say,1,1
15339,april,1,1
15340,common,1,1
15341,sequencing,1,1
15342,technique,1,1
15343,could,1,1
15344,speed,1,1
15345,diagnosis,1,1
15346,a,1,1
15347,standard,1,1
15348,method,1,1
15349,sequence,1,1
15350,tens,1,1
15351,thousands,1,1
15352,dna,1,1
15353,samples,1,1
15354,day,1,1
15355,adapted,1,1
15356,detect,1,1
15357,virus,1,1
15358,causes,1,1
15359,in,1,1
15360,testing,1,1
15361,protocol,1,1
15362,proposed,1,1
15363,jonathan,1,1
15364,broad,1,1
15365,institute,1,1
15366,mit,1,1
15367,harvard,1,1
15368,cambridge,1,1
15369,massachusetts,1,1
15370,team,1,1
15371,every,1,1
15372,sample,1,1
15373,tested,1,1
15374,would,1,1
15375,tagged,1,1
15376,unique,1,1
15377,dna,1,1
15378,sequence,1,1
15379,would,1,1
15380,serve,1,1
15381,biological,1,1
15382,barcode,1,1
15383,et,1,1
15384,al,1,1
15385,preprint,1,1
15386,biorxiv,1,1
15387,http,1,1
15388,peer,1,1
15389,reviewed,1,1
15390,posting,1,1
15391,sequencing,1,1
15392,instruments,1,1
15393,common,1,1
15394,research,1,1
15395,laboratories,1,1
15396,around,1,1
15397,world,1,1
15398,could,1,1
15399,used,1,1
15400,analyse,1,1
15401,many,1,1
15402,dna,1,1
15403,samples,1,1
15404,one,1,1
15405,time,1,1
15406,the,1,1
15407,authors,1,1
15408,anticipate,1,1
15409,clinical,1,1
15410,testing,1,1
15411,validates,1,1
15412,method,1,1
15413,millions,1,1
15414,samples,1,1
15415,could,1,1
15416,analysed,1,1
15417,per,1,1
15418,day,1,1
15419,sequencing,1,1
15420,site,1,1
15421,far,1,1
15422,efficient,1,1
15423,output,1,1
15424,current,1,1
15425,testing,1,1
15426,techniques,1,1
15427,correction,1,1
15428,an,1,1
15429,earlier,1,1
15430,version,1,1
15431,include,1,1
15432,name,1,1
15433,paper,1,1
15434,corresponding,1,1
15435,author,1,1
15436,jonathan,1,1
15437,april,1,1
15438,a,1,1
15439,viral,1,1
15440,enzyme,1,1
15441,structure,1,1
15442,points,1,1
15443,possible,1,1
15444,drugs,1,1
15445,scientists,1,1
15446,detailed,1,1
15447,crystal,1,1
15448,structure,1,1
15449,one,1,1
15450,key,1,1
15451,proteins,1,1
15452,enzyme,1,1
15453,called,1,1
15454,protease,1,1
15455,virus,1,1
15456,needs,1,1
15457,replicate,1,1
15458,within,1,1
15459,cells,1,1
15460,hualiang,1,1
15461,jiang,1,1
15462,zihe,1,1
15463,rao,1,1
15464,haitao,1,1
15465,yang,1,1
15466,shanghaitech,1,1
15467,university,1,1
15468,china,1,1
15469,colleagues,1,1
15470,deposited,1,1
15471,structure,1,1
15472,protein,1,1
15473,data,1,1
15474,bank,1,1
15475,two,1,1
15476,months,1,1
15477,ago,1,1
15478,since,1,1
15479,used,1,1
15480,help,1,1
15481,identify,1,1
15482,compounds,1,1
15483,inhibit,1,1
15484,protease,1,1
15485,jin,1,1
15486,et,1,1
15487,al,1,1
15488,nature,1,1
15489,https,1,1
15490,the,1,1
15491,team,1,1
15492,screening,1,1
15493,revealed,1,1
15494,several,1,1
15495,powerful,1,1
15496,viral,1,1
15497,inhibitors,1,1
15498,including,1,1
15499,ebselen,1,1
15500,whose,1,1
15501,safety,1,1
15502,already,1,1
15503,tested,1,1
15504,people,1,1
15505,these,1,1
15506,inhibitors,1,1
15507,work,1,1
15508,infiltrating,1,1
15509,hollow,1,1
15510,protease,1,1
15511,proteases,1,1
15512,found,1,1
15513,coronaviruses,1,1
15514,similar,1,1
15515,hollow,1,1
15516,raising,1,1
15517,hopes,1,1
15518,single,1,1
15519,compound,1,1
15520,might,1,1
15521,help,1,1
15522,treat,1,1
15523,wide,1,1
15524,variety,1,1
15525,diseases,1,1
15526,caused,1,1
15527,coronaviruses,1,1
15528,april,1,1
15529,absent,1,1
15530,antibodies,1,1
15531,suggest,1,1
15532,mystery,1,1
15533,immune,1,1
15534,response,1,1
15535,after,1,1
15536,recovering,1,1
15537,infection,1,1
15538,many,1,1
15539,people,1,1
15540,high,1,1
15541,levels,1,1
15542,antibodies,1,1
15543,virus,1,1
15544,but,1,1
15545,recent,1,1
15546,study,1,1
15547,finds,1,1
15548,recovered,1,1
15549,patients,1,1
15550,antibodies,1,1
15551,present,1,1
15552,low,1,1
15553,levels,1,1
15554,cases,1,1
15555,undetectable,1,1
15556,when,1,1
15557,foreign,1,1
15558,microbe,1,1
15559,intrudes,1,1
15560,body,1,1
15561,immune,1,1
15562,system,1,1
15563,usually,1,1
15564,makes,1,1
15565,proteins,1,1
15566,called,1,1
15567,antibodies,1,1
15568,help,1,1
15569,fight,1,1
15570,invader,1,1
15571,a,1,1
15572,team,1,1
15573,led,1,1
15574,jinghe,1,1
15575,huang,1,1
15576,fan,1,1
15577,wu,1,1
15578,fudan,1,1
15579,university,1,1
15580,shanghai,1,1
15581,china,1,1
15582,measured,1,1
15583,antibodies,1,1
15584,novel,1,1
15585,coronavirus,1,1
15586,volunteers,1,1
15587,recovered,1,1
15588,mild,1,1
15589,infections,1,1
15590,wu,1,1
15591,et,1,1
15592,al,1,1
15593,http,1,1
15594,peer,1,1
15595,reviewed,1,1
15596,posting,1,1
15597,about,1,1
15598,volunteers,1,1
15599,especially,1,1
15600,age,1,1
15601,never,1,1
15602,developed,1,1
15603,high,1,1
15604,levels,1,1
15605,antibodies,1,1
15606,suggesting,1,1
15607,immune,1,1
15608,responses,1,1
15609,helped,1,1
15610,rid,1,1
15611,infections,1,1
15612,april,1,1
15613,viral,1,1
15614,load,1,1
15615,soars,1,1
15616,infected,1,1
15617,people,1,1
15618,start,1,1
15619,feeling,1,1
15620,ill,1,1
15621,viral,1,1
15622,rna,1,1
15623,levels,1,1
15624,highest,1,1
15625,people,1,1
15626,soon,1,1
15627,symptoms,1,1
15628,appear,1,1
15629,according,1,1
15630,two,1,1
15631,separate,1,1
15632,research,1,1
15633,teams,1,1
15634,yuen,1,1
15635,the,1,1
15636,university,1,1
15637,hong,1,1
15638,hospital,1,1
15639,china,1,1
15640,colleagues,1,1
15641,analysed,1,1
15642,saliva,1,1
15643,samples,1,1
15644,coughed,1,1
15645,people,1,1
15646,infected,1,1
15647,the,1,1
15648,team,1,1
15649,found,1,1
15650,study,1,1
15651,participants,1,1
15652,viral,1,1
15653,concentrations,1,1
15654,peaked,1,1
15655,shortly,1,1
15656,started,1,1
15657,feeling,1,1
15658,ill,1,1
15659,began,1,1
15660,declining,1,1
15661,one,1,1
15662,week,1,1
15663,peak,1,1
15664,the,1,1
15665,viral,1,1
15666,rna,1,1
15667,detected,1,1
15668,person,1,1
15669,body,1,1
15670,excrete,1,1
15671,coughing,1,1
15672,sneezing,1,1
15673,the,1,1
15674,authors,1,1
15675,say,1,1
15676,high,1,1
15677,levels,1,1
15678,particles,1,1
15679,detected,1,1
15680,onset,1,1
15681,symptoms,1,1
15682,suggest,1,1
15683,virus,1,1
15684,transmitted,1,1
15685,easily,1,1
15686,people,1,1
15687,even,1,1
15688,symptoms,1,1
15689,relatively,1,1
15690,mild,1,1
15691,to,1,1
15692,et,1,1
15693,al,1,1
15694,lancet,1,1
15695,infect,1,1
15696,dis,1,1
15697,http,1,1
15698,the,1,1
15699,results,1,1
15700,consistent,1,1
15701,another,1,1
15702,study,1,1
15703,nose,1,1
15704,throat,1,1
15705,swabs,1,1
15706,people,1,1
15707,the,1,1
15708,concentrations,1,1
15709,viral,1,1
15710,rna,1,1
15711,symptomatic,1,1
15712,patients,1,1
15713,similar,1,1
15714,one,1,1
15715,asymptomatic,1,1
15716,patient,1,1
15717,zou,1,1
15718,et,1,1
15719,al,1,1
15720,engl,1,1
15721,med,1,1
15722,http,1,1
15723,however,1,1
15724,another,1,1
15725,study,1,1
15726,found,1,1
15727,people,1,1
15728,milder,1,1
15729,symptoms,1,1
15730,admission,1,1
15731,hospital,1,1
15732,much,1,1
15733,lower,1,1
15734,concentrations,1,1
15735,viral,1,1
15736,rna,1,1
15737,severe,1,1
15738,symptoms,1,1
15739,liu,1,1
15740,et,1,1
15741,al,1,1
15742,lancet,1,1
15743,infect,1,1
15744,dis,1,1
15745,http,1,1
15746,wei,1,1
15747,zhang,1,1
15748,the,1,1
15749,first,1,1
15750,affiliated,1,1
15751,hospital,1,1
15752,nanchang,1,1
15753,university,1,1
15754,china,1,1
15755,leo,1,1
15756,poon,1,1
15757,university,1,1
15758,hong,1,1
15759,kong,1,1
15760,colleagues,1,1
15761,say,1,1
15762,findings,1,1
15763,suggest,1,1
15764,viral,1,1
15765,rna,1,1
15766,concentrations,1,1
15767,could,1,1
15768,predict,1,1
15769,whether,1,1
15770,infected,1,1
15771,people,1,1
15772,develop,1,1
15773,severe,1,1
15774,symptoms,1,1
15775,april,1,1
15776,a,1,1
15777,comparison,1,1
15778,finds,1,1
15779,subtle,1,1
15780,differences,1,1
15781,tests,1,1
15782,virus,1,1
15783,doctors,1,1
15784,rely,1,1
15785,test,1,1
15786,called,1,1
15787,quantitative,1,1
15788,polymerase,1,1
15789,chain,1,1
15790,reaction,1,1
15791,determine,1,1
15792,whether,1,1
15793,person,1,1
15794,infected,1,1
15795,a,1,1
15796,team,1,1
15797,led,1,1
15798,nathan,1,1
15799,grubaugh,1,1
15800,yale,1,1
15801,school,1,1
15802,public,1,1
15803,health,1,1
15804,new,1,1
15805,haven,1,1
15806,connecticut,1,1
15807,compared,1,1
15808,nine,1,1
15809,widely,1,1
15810,used,1,1
15811,versions,1,1
15812,test,1,1
15813,found,1,1
15814,reliably,1,1
15815,detect,1,1
15816,virus,1,1
15817,vogels,1,1
15818,et,1,1
15819,al,1,1
15820,preprint,1,1
15821,medrxiv,1,1
15822,https,1,1
15823,peer,1,1
15824,reviewed,1,1
15825,posting,1,1
15826,but,1,1
15827,researchers,1,1
15828,also,1,1
15829,found,1,1
15830,tests,1,1
15831,including,1,1
15832,one,1,1
15833,made,1,1
15834,us,1,1
15835,centers,1,1
15836,disease,1,1
15837,control,1,1
15838,prevention,1,1
15839,another,1,1
15840,developed,1,1
15841,hong,1,1
15842,kong,1,1
15843,university,1,1
15844,third,1,1
15845,berlin,1,1
15846,performed,1,1
15847,best,1,1
15848,came,1,1
